"#","00_NOM","01_DATA NAIXEMENT","02_RESPONSABLE 1","03_TELÃˆFON RESP. 1","04_MÃ’BIL RESP. 1","05_ADREÃ‡A ELECTR. RESP. 1","06_RESPONSABLE 2","07_TELÃˆFON RESP. 2","08_MÃ’BIL RESP. 2","09_ADREÃ‡A ELECTR. RESP. 2","10_ADREÃ‡A","11_LOCALITAT","12_CORREU ELECTRÃ’NIC","13_ALTRES TELÃˆFONS","14_CENTRE PROCEDÃˆNCIA","15_GRUPSCLASSE"
"1","Suarez Casanova, Bruno","26/12/1999","Jimenez Alcaraz, Daniela","+34 XXXXXXX","+34 XXXXXXX","c/ del General Laura Contreras Llorens","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","daniela@mailintaor.com","c/ de l'aviador Laura Contreras Llorens","L'Armentera","bruno@mailintaor.com","","La Salle","CFA1B"
"1","Hernandez Dominguez, Albert","09/06/1998","Pacheco Fernandez, Iker","+34 XXXXXXX","+34 XXXXXXX","c/ del General Blanca Mateo Roca","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","iker@mailintaor.com","c/ de l'aviador Blanca Mateo Roca","L'Armentera","albert@mailintaor.com","","La Salle","CFA1B"
"1","Fernandez Pozo, Adrià","01/06/1998","Hurtado Calvo, Inés","+34 XXXXXXX","+34 XXXXXXX","c/ del General Pau Mir Luna","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ines@mailintaor.com","c/ de l'aviador Pau Mir Luna","L'Armentera","adria@mailintaor.com","","La Salle","CFA1B"
"1","Rojas Cuevas, Ivet","17/01/1995","Palacios Requena, Alejandro","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marina Egea Casas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","alejandro@mailintaor.com","c/ de l'aviador Marina Egea Casas","L'Armentera","ivet@mailintaor.com","","La Salle","CFA2A"
"1","Ibañez Blasco, Cristina","08/05/1995","Puig Redondo, Nora","+34 XXXXXXX","+34 XXXXXXX","c/ del General Sergio Bueno Prieto","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","nora@mailintaor.com","c/ de l'aviador Sergio Bueno Prieto","L'Armentera","cristina@mailintaor.com","","La Salle","CFA2A"
"1","Bravo Farre, Marc","26/12/1992","Sola Espinosa, Marcos","+34 XXXXXXX","+34 XXXXXXX","c/ del General Iker Pons Sabate","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","marcos@mailintaor.com","c/ de l'aviador Iker Pons Sabate","L'Armentera","marc@mailintaor.com","","La Salle","CFA2A"
"1","Acosta Casado, Ainhoa","08/05/1992","Comas Luna, Miguel","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marcos Collado Esteve","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","miguel@mailintaor.com","c/ de l'aviador Marcos Collado Esteve","L'Armentera","ainhoa@mailintaor.com","","La Salle","CFA2A"
"1","Roldan Colomer, Roc","16/12/1994","Heredia Carrillo, Adrià","+34 XXXXXXX","+34 XXXXXXX","c/ del General Arlet Cardona Valencia","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","adria@mailintaor.com","c/ de l'aviador Arlet Cardona Valencia","L'Armentera","roc@mailintaor.com","","La Salle","CFA2A"
"1","Montoya Salas, Miguel","10/10/1991","Herrero Robles, Ismael","+34 XXXXXXX","+34 XXXXXXX","c/ del General Alexandra Moreno Quintana","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ismael@mailintaor.com","c/ de l'aviador Alexandra Moreno Quintana","L'Armentera","miguel@mailintaor.com","","La Salle","CFA2A"
"1","Roig Rueda, Alba","13/06/1993","Izquierdo Navarro, Erik","+34 XXXXXXX","+34 XXXXXXX","c/ del General Roger Molina Sola","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","erik@mailintaor.com","c/ de l'aviador Roger Molina Sola","L'Armentera","alba@mailintaor.com","","La Salle","CFA2A"
"1","Royo Valverde, Jana","09/01/1999","Casals Camps, Ivet","+34 XXXXXXX","+34 XXXXXXX","c/ del General Pablo Calvo Contreras","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ivet@mailintaor.com","c/ de l'aviador Pablo Calvo Contreras","L'Armentera","jana@mailintaor.com","","La Salle","CFA2A"
"1","Silva Redondo, Samuel","25/04/1999","Barrera Zamora, Emma","+34 XXXXXXX","+34 XXXXXXX","c/ del General David Vazquez Soria","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","emma@mailintaor.com","c/ de l'aviador David Vazquez Soria","L'Armentera","samuel@mailintaor.com","","La Salle","CFA2A"
"1","Ordoñez Ordoñez, Bruno","29/11/1990","Salvador Sans, Clara","+34 XXXXXXX","+34 XXXXXXX","c/ del General Gerard Ramirez Cardenas","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","clara@mailintaor.com","c/ de l'aviador Gerard Ramirez Cardenas","L'Armentera","bruno@mailintaor.com","","La Salle","CFA2A"
"1","Valles Vega, Xavi","08/12/1999","Carrasco Camps, Quim","+34 XXXXXXX","+34 XXXXXXX","c/ del General Gabriel Lozano Delgado","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","quim@mailintaor.com","c/ de l'aviador Gabriel Lozano Delgado","L'Armentera","xavi@mailintaor.com","","La Salle","CFA2A"
"1","Blanch Bertran, Biel","19/09/1993","Medina Reina, Joan","+34 XXXXXXX","+34 XXXXXXX","c/ del General Joan Coll Guerra","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","joan@mailintaor.com","c/ de l'aviador Joan Coll Guerra","L'Armentera","biel@mailintaor.com","","La Salle","CFA2A"
"1","Macias Ros, Ainara","27/09/1993","Vila Ros, Pol","+34 XXXXXXX","+34 XXXXXXX","c/ del General David Mir Grau","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","pol@mailintaor.com","c/ de l'aviador David Mir Grau","L'Armentera","ainara@mailintaor.com","","La Salle","CFA2A"
"1","Diaz Alarcon, Javier","22/06/1998","Iglesias Rovira, Naiara","+34 XXXXXXX","+34 XXXXXXX","c/ del General Isaac Guzman Marquez","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","naiara@mailintaor.com","c/ de l'aviador Isaac Guzman Marquez","L'Armentera","javier@mailintaor.com","","La Salle","CFA2A"
"1","Duran Carreras, Izan","03/01/1992","Bernal Figueras, Ona","+34 XXXXXXX","+34 XXXXXXX","c/ del General Irene Egea Marcos","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","ona@mailintaor.com","c/ de l'aviador Irene Egea Marcos","L'Armentera","izan@mailintaor.com","","La Salle","CFA2A"
"1","Escobar Torres, Sergio","19/02/1992","Soriano Quesada, Adrià","+34 XXXXXXX","+34 XXXXXXX","c/ del General Marcos Lozano Caballero","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","adria@mailintaor.com","c/ de l'aviador Marcos Lozano Caballero","L'Armentera","sergio@mailintaor.com","","La Salle","CFA2A"
"1","Herrera Acosta, Eva","24/08/1994","Gutierrez Casanova, Adrián","+34 XXXXXXX","+34 XXXXXXX","c/ del General Clara Valverde Piñol","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","adrian@mailintaor.com","c/ de l'aviador Clara Valverde Piñol","L'Armentera","eva@mailintaor.com","","La Salle","CFA2A"
"1","Vila Gimenez, Queralt","21/05/1991","Parra Nieto, Dídac","+34 XXXXXXX","+34 XXXXXXX","c/ del General Xavi Bonet Costa","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","didac@mailintaor.com","c/ de l'aviador Xavi Bonet Costa","L'Armentera","queralt@mailintaor.com","","La Salle","CFA2A"
"1","Crespo Calderon, Inés","14/12/1998","Figueras Herrero, Xavi","+34 XXXXXXX","+34 XXXXXXX","c/ del General Sara Villar Pons","+34 XXXXXYYY","+34 XXXXZZZZ","+34 XXXXLLL","xavi@mailintaor.com","c/ de l'aviador Sara Villar Pons","L'Armentera","ines@mailintaor.com","","La Salle","CFA2A"
